,AUD,Indexed,BRL,Indexed,CHF,Indexed,CNY,Indexed,EUR,Indexed,GBP,Indexed,JPY,Indexed
2000-01-04,0.6562,1.0000,1.8405,1.0000,1.5565,1.0000,8.2799,1.0000,1.0309,1.0000,1.6370,1.0000,103.0900,1.0000
2000-01-05,0.6550,1.0018,1.8560,0.9916,1.5526,1.0025,8.2798,1.0000,1.0335,0.9975,1.6415,0.9973,103.7700,0.9934
2000-01-06,0.6540,1.0034,1.8400,1.0003,1.5540,1.0016,8.2797,1.0000,1.0324,0.9985,1.6475,0.9936,105.1900,0.9800
2000-01-07,0.6548,1.0021,1.8310,1.0052,1.5623,0.9963,8.2794,1.0001,1.0294,1.0015,1.6384,0.9991,105.1700,0.9802
2000-01-10,0.6561,1.0002,1.8190,1.0118,1.5704,0.9911,8.2794,1.0001,1.0252,1.0056,1.6374,0.9998,105.2800,0.9792
2000-01-11,0.6575,0.9980,1.8225,1.0099,1.5605,0.9974,8.2795,1.0000,1.0322,0.9987,1.6480,0.9933,106.0900,0.9717
2000-01-12,0.6578,0.9976,1.8350,1.0030,1.5660,0.9939,8.2796,1.0000,1.0281,1.0027,1.6465,0.9942,105.7600,0.9748
2000-01-13,0.6687,0.9813,1.8140,1.0146,1.5707,0.9910,8.2798,1.0000,1.0270,1.0038,1.6482,0.9932,106.0900,0.9717
2000-01-14,0.6665,0.9845,1.8050,1.0197,1.5945,0.9762,8.2797,1.0000,1.0128,1.0179,1.6353,1.0010,105.8600,0.9738
2000-01-18,0.6640,0.9883,1.7942,1.0258,1.5942,0.9764,8.2793,1.0001,1.0121,1.0186,1.6380,0.9994,105.4900,0.9772
2000-01-19,0.6634,0.9891,1.7930,1.0265,1.5965,0.9749,8.2797,1.0000,1.0115,1.0192,1.6438,0.9959,105.3900,0.9782
2000-01-20,0.6666,0.9844,1.7785,1.0349,1.5915,0.9780,8.2794,1.0001,1.0133,1.0174,1.6538,0.9898,105.4500,0.9776
2000-01-21,0.6621,0.9911,1.7800,1.0340,1.5973,0.9745,8.2795,1.0000,1.0100,1.0207,1.6504,0.9919,104.9600,0.9822
2000-01-24,0.6544,1.0028,1.7680,1.0410,1.6090,0.9674,8.2789,1.0001,1.0019,1.0289,1.6520,0.9909,105.5200,0.9770
2000-01-25,0.6542,1.0031,1.7800,1.0340,1.6085,0.9677,8.2786,1.0002,1.0041,1.0267,1.6482,0.9932,105.8700,0.9737
2000-01-26,0.6505,1.0088,1.7810,1.0334,1.6102,0.9667,8.2782,1.0002,1.0011,1.0298,1.6395,0.9985,105.8500,0.9739
2000-01-27,0.6550,1.0018,1.7800,1.0340,1.6317,0.9539,8.2783,1.0002,0.9890,1.0424,1.6363,1.0004,104.9100,0.9827
2000-01-28,0.6265,1.0474,1.7900,1.0282,1.6485,0.9442,8.2781,1.0002,0.9765,1.0557,1.6210,1.0099,107.1500,0.9621
2000-01-31,0.6382,1.0282,1.8020,1.0214,1.6495,0.9436,8.2777,1.0003,0.9757,1.0566,1.6182,1.0116,107.3300,0.9605
2000-02-01,0.6315,1.0391,1.7950,1.0253,1.6540,0.9411,8.2774,1.0003,0.9731,1.0594,1.6150,1.0136,107.6700,0.9575
2000-02-02,0.6360,1.0318,1.7850,1.0311,1.6502,0.9432,8.2773,1.0003,0.9768,1.0554,1.6060,1.0193,108.4000,0.9510
2000-02-03,0.6387,1.0274,1.7750,1.0369,1.6255,0.9576,8.2781,1.0002,0.9887,1.0427,1.6025,1.0215,107.9200,0.9552
2000-02-04,0.6315,1.0391,1.7730,1.0381,1.6470,0.9451,8.2788,1.0001,0.9760,1.0563,1.5915,1.0286,107.5400,0.9586
2000-02-07,0.6339,1.0352,1.7700,1.0398,1.6426,0.9476,8.2788,1.0001,0.9783,1.0538,1.5917,1.0285,108.7500,0.9480
2000-02-08,0.6353,1.0329,1.7650,1.0428,1.6301,0.9548,8.2788,1.0001,0.9862,1.0453,1.6105,1.0165,109.5900,0.9407
2000-02-09,0.6345,1.0342,1.7700,1.0398,1.6232,0.9589,8.2788,1.0001,0.9914,1.0398,1.6115,1.0158,109.1100,0.9448
2000-02-10,0.6320,1.0383,1.7700,1.0398,1.6280,0.9561,8.2788,1.0001,0.9865,1.0450,1.6057,1.0195,108.7400,0.9480
2000-02-11,0.6282,1.0446,1.7670,1.0416,1.6305,0.9546,8.2788,1.0001,0.9847,1.0469,1.5923,1.0281,108.9900,0.9459
2000-02-14,0.6279,1.0451,1.7690,1.0404,1.6435,0.9471,8.2779,1.0002,0.9783,1.0538,1.5890,1.0302,108.6500,0.9488
2000-02-15,0.6300,1.0416,1.7830,1.0322,1.6330,0.9532,8.2777,1.0003,0.9834,1.0483,1.5950,1.0263,108.7500,0.9480
2000-02-16,0.6301,1.0414,1.7750,1.0369,1.6302,0.9548,8.2777,1.0003,0.9842,1.0474,1.6040,1.0206,109.3800,0.9425
2000-02-17,0.6320,1.0383,1.7770,1.0357,1.6274,0.9564,8.2772,1.0003,0.9863,1.0452,1.6050,1.0199,110.2700,0.9349
2000-02-18,0.6292,1.0429,1.7770,1.0357,1.6282,0.9560,8.2772,1.0003,0.9850,1.0466,1.5984,1.0241,110.8800,0.9297
2000-02-22,0.6257,1.0487,1.7850,1.0311,1.5983,0.9738,8.2773,1.0003,1.0060,1.0248,1.6165,1.0127,111.0400,0.9284
2000-02-23,0.6196,1.0591,1.7900,1.0282,1.6082,0.9679,8.2780,1.0002,1.0017,1.0292,1.6047,1.0201,111.1100,0.9278
2000-02-24,0.6144,1.0680,1.7820,1.0328,1.6200,0.9608,8.2780,1.0002,0.9931,1.0381,1.5981,1.0243,110.9500,0.9292
2000-02-25,0.6175,1.0627,1.7740,1.0375,1.6475,0.9448,8.2786,1.0002,0.9763,1.0559,1.5908,1.0290,110.9800,0.9289
2000-02-28,0.6116,1.0729,1.7790,1.0346,1.6615,0.9368,8.2786,1.0002,0.9669,1.0662,1.5935,1.0273,109.1700,0.9443
2000-02-29,0.6155,1.0661,1.7690,1.0404,1.6665,0.9340,8.2786,1.0002,0.9643,1.0691,1.5780,1.0374,109.8800,0.9382
2000-03-01,0.6067,1.0816,1.7690,1.0404,1.6568,0.9395,8.2786,1.0002,0.9700,1.0628,1.5849,1.0329,107.1000,0.9626
2000-03-02,0.6077,1.0798,1.7590,1.0463,1.6714,0.9313,8.2787,1.0001,0.9619,1.0717,1.5765,1.0384,107.3700,0.9601
2000-03-03,0.6082,1.0789,1.7440,1.0553,1.6712,0.9314,8.2789,1.0001,0.9618,1.0718,1.5810,1.0354,107.8000,0.9563
2000-03-06,0.6016,1.0908,1.7470,1.0535,1.6750,0.9293,8.2785,1.0002,0.9603,1.0735,1.5732,1.0406,107.7400,0.9568
2000-03-07,0.6035,1.0873,1.7470,1.0535,1.6810,0.9259,8.2784,1.0002,0.9560,1.0783,1.5772,1.0379,106.2000,0.9707
2000-03-08,0.6094,1.0768,1.7540,1.0493,1.6770,0.9281,8.2786,1.0002,0.9576,1.0765,1.5855,1.0325,106.8900,0.9644
2000-03-09,0.6155,1.0661,1.7350,1.0608,1.6595,0.9379,8.2787,1.0001,0.9684,1.0645,1.5815,1.0351,106.4500,0.9684
2000-03-10,0.6136,1.0694,1.7380,1.0590,1.6661,0.9342,8.2785,1.0002,0.9659,1.0673,1.5793,1.0365,106.2700,0.9701
2000-03-13,0.6165,1.0644,1.7490,1.0523,1.6702,0.9319,8.2781,1.0002,0.9648,1.0685,1.5782,1.0373,105.3200,0.9788
2000-03-14,0.6140,1.0687,1.7380,1.0590,1.6715,0.9312,8.2780,1.0002,0.9644,1.0690,1.5725,1.0410,104.8500,0.9832
2000-03-15,0.6125,1.0713,1.7402,1.0576,1.6618,0.9366,8.2778,1.0003,0.9696,1.0632,1.5730,1.0407,105.5800,0.9764
2000-03-16,0.6107,1.0745,1.7360,1.0602,1.6593,0.9380,8.2777,1.0003,0.9710,1.0617,1.5747,1.0396,105.6300,0.9760
2000-03-17,0.6067,1.0816,1.7370,1.0596,1.6620,0.9365,8.2785,1.0002,0.9694,1.0634,1.5705,1.0423,106.1000,0.9716
2000-03-20,0.6065,1.0819,1.7400,1.0578,1.6605,0.9374,8.2786,1.0002,0.9710,1.0617,1.5686,1.0436,106.5000,0.9680
2000-03-21,0.6100,1.0757,1.7395,1.0581,1.6615,0.9368,8.2783,1.0002,0.9703,1.0625,1.5725,1.0410,106.9100,0.9643
2000-03-22,0.6056,1.0836,1.7290,1.0645,1.6750,0.9293,8.2783,1.0002,0.9608,1.0730,1.5705,1.0423,106.7700,0.9655
2000-03-23,0.6041,1.0862,1.7230,1.0682,1.6522,0.9421,8.2787,1.0001,0.9691,1.0638,1.5830,1.0341,107.4500,0.9594
2000-03-24,0.6064,1.0821,1.7300,1.0639,1.6333,0.9530,8.2789,1.0001,0.9724,1.0602,1.5910,1.0289,107.2500,0.9612
2000-03-27,0.6114,1.0733,1.7360,1.0602,1.6468,0.9452,8.2792,1.0001,0.9645,1.0688,1.5855,1.0325,107.1300,0.9623
2000-03-28,0.6141,1.0686,1.7490,1.0523,1.6551,0.9404,8.2795,1.0000,0.9614,1.0723,1.5872,1.0314,105.9000,0.9735
2000-03-29,0.6124,1.0715,1.7400,1.0578,1.6725,0.9306,8.2789,1.0001,0.9524,1.0824,1.5870,1.0315,105.6000,0.9762
2000-03-30,0.6125,1.0713,1.7530,1.0499,1.6605,0.9374,8.2788,1.0001,0.9594,1.0745,1.5922,1.0281,105.5300,0.9769
2000-03-31,0.6062,1.0825,1.7420,1.0565,1.6630,0.9360,8.2787,1.0001,0.9574,1.0768,1.5922,1.0281,102.7300,1.0035
2000-04-03,0.6073,1.0805,1.7420,1.0565,1.6587,0.9384,8.2786,1.0002,0.9560,1.0783,1.5980,1.0244,104.8200,0.9835
2000-04-04,0.6032,1.0879,1.7450,1.0547,1.6500,0.9433,8.2791,1.0001,0.9588,1.0752,1.5965,1.0254,105.3300,0.9787
2000-04-05,0.6053,1.0841,1.7550,1.0487,1.6330,0.9532,8.2795,1.0000,0.9647,1.0686,1.5900,1.0296,105.0000,0.9818
2000-04-06,0.6016,1.0908,1.7450,1.0547,1.6390,0.9497,8.2795,1.0000,0.9580,1.0761,1.5800,1.0361,104.7800,0.9839
2000-04-07,0.6003,1.0931,1.7460,1.0541,1.6383,0.9501,8.2795,1.0000,0.9590,1.0750,1.5830,1.0341,105.3300,0.9787
2000-04-10,0.5991,1.0953,1.7380,1.0590,1.6435,0.9471,8.2798,1.0000,0.9588,1.0752,1.5828,1.0342,106.3700,0.9692
2000-04-11,0.5957,1.1016,1.7475,1.0532,1.6415,0.9482,8.2791,1.0001,0.9591,1.0749,1.5873,1.0313,106.9500,0.9639
2000-04-12,0.5970,1.0992,1.7480,1.0529,1.6490,0.9439,8.2796,1.0000,0.9551,1.0794,1.5882,1.0307,105.8600,0.9738
2000-04-13,0.5963,1.1005,1.7640,1.0434,1.6520,0.9422,8.2794,1.0001,0.9524,1.0824,1.5881,1.0308,105.7600,0.9748
2000-04-14,0.5972,1.0988,1.7860,1.0305,1.6408,0.9486,8.2794,1.0001,0.9564,1.0779,1.5860,1.0322,105.1200,0.9807
2000-04-17,0.5913,1.1098,1.7890,1.0288,1.6440,0.9468,8.2794,1.0001,0.9550,1.0795,1.5853,1.0326,104.1900,0.9894
2000-04-18,0.5946,1.1036,1.7660,1.0422,1.6603,0.9375,8.2790,1.0001,0.9477,1.0878,1.5764,1.0384,104.5900,0.9857
2000-04-19,0.5957,1.1016,1.7660,1.0422,1.6755,0.9290,8.2793,1.0001,0.9369,1.1003,1.5777,1.0376,104.9400,0.9824
2000-04-20,0.5931,1.1064,1.7810,1.0334,1.6772,0.9280,8.2791,1.0001,0.9376,1.0995,1.5801,1.0360,105.4500,0.9776
2000-04-21,0.5925,1.1075,1.7790,1.0346,1.6760,0.9287,8.2785,1.0002,0.9379,1.0992,1.5785,1.0371,105.8800,0.9736
2000-04-24,0.5945,1.1038,1.7900,1.0282,1.6712,0.9314,8.2786,1.0002,0.9396,1.0972,1.5800,1.0361,105.6600,0.9757
2000-04-25,0.5956,1.1017,1.7900,1.0282,1.6985,0.9164,8.2791,1.0001,0.9265,1.1127,1.5787,1.0369,105.7100,0.9752
2000-04-26,0.5890,1.1141,1.7990,1.0231,1.7085,0.9110,8.2795,1.0000,0.9217,1.1185,1.5795,1.0364,106.4600,0.9683
2000-04-27,0.5875,1.1169,1.8110,1.0163,1.7310,0.8992,8.2798,1.0000,0.9083,1.1350,1.5748,1.0395,106.3600,0.9693
2000-04-28,0.5837,1.1242,1.8050,1.0197,1.7250,0.9023,8.2799,1.0000,0.9089,1.1342,1.5560,1.0521,107.9800,0.9547
2000-05-01,0.5800,1.1314,1.8070,1.0185,1.7135,0.9084,8.2799,1.0000,0.9120,1.1304,1.5558,1.0522,108.8900,0.9467
2000-05-02,0.5857,1.1204,1.8000,1.0225,1.7185,0.9057,8.2799,1.0000,0.9068,1.1369,1.5590,1.0500,108.6300,0.9490
2000-05-03,0.5900,1.1122,1.8160,1.0135,1.7369,0.8961,8.2799,1.0000,0.8891,1.1595,1.5605,1.0490,109.1400,0.9446
2000-05-04,0.5914,1.1096,1.8140,1.0146,1.7353,0.8970,8.2799,1.0000,0.8907,1.1574,1.5435,1.0606,108.1700,0.9530
2000-05-05,0.5935,1.1056,1.8125,1.0154,1.7323,0.8985,8.2799,1.0000,0.8953,1.1515,1.5288,1.0708,108.5300,0.9499
2000-05-08,0.5870,1.1179,1.8050,1.0197,1.7305,0.8995,8.2798,1.0000,0.8950,1.1518,1.5310,1.0692,109.0300,0.9455
2000-05-09,0.5828,1.1259,1.8075,1.0183,1.7219,0.9039,8.2790,1.0001,0.9023,1.1425,1.5315,1.0689,109.6100,0.9405
2000-05-10,0.5815,1.1285,1.8180,1.0124,1.7150,0.9076,8.2785,1.0002,0.9097,1.1332,1.5153,1.0803,109.3300,0.9429
2000-05-11,0.5790,1.1333,1.8200,1.0113,1.7252,0.9022,8.2782,1.0002,0.9021,1.1428,1.4997,1.0916,108.4700,0.9504
2000-05-12,0.5810,1.1294,1.8300,1.0057,1.7090,0.9108,8.2778,1.0003,0.9080,1.1354,1.5172,1.0790,108.7400,0.9480
2000-05-15,0.5739,1.1434,1.8450,0.9976,1.7033,0.9138,8.2777,1.0003,0.9138,1.1281,1.5075,1.0859,109.4800,0.9416
2000-05-16,0.5773,1.1367,1.8230,1.0096,1.7152,0.9075,8.2772,1.0003,0.9053,1.1387,1.5008,1.0908,109.7500,0.9393
2000-05-17,0.5685,1.1543,1.8330,1.0041,1.7398,0.8946,8.2768,1.0004,0.8921,1.1556,1.4905,1.0983,109.5300,0.9412
2000-05-18,0.5703,1.1506,1.8310,1.0052,1.7377,0.8957,8.2773,1.0003,0.8952,1.1516,1.4818,1.1047,108.7000,0.9484
2000-05-19,0.5728,1.1456,1.8430,0.9986,1.7347,0.8973,8.2768,1.0004,0.8946,1.1524,1.4855,1.1020,106.8900,0.9644
2000-05-22,0.5740,1.1432,1.8540,0.9927,1.7185,0.9057,8.2770,1.0004,0.9036,1.1409,1.4907,1.0981,107.0200,0.9633
2000-05-23,0.5747,1.1418,1.8520,0.9938,1.7295,0.9000,8.2768,1.0004,0.9032,1.1414,1.4728,1.1115,106.7200,0.9660
2000-05-24,0.5713,1.1486,1.8530,0.9933,1.7208,0.9045,8.2769,1.0004,0.9096,1.1334,1.4755,1.1095,107.5800,0.9583
2000-05-25,0.5700,1.1512,1.8460,0.9970,1.7210,0.9044,8.2773,1.0003,0.9072,1.1364,1.4705,1.1132,107.4800,0.9592
2000-05-26,0.5716,1.1480,1.8410,0.9997,1.6828,0.9249,8.2771,1.0003,0.9310,1.1073,1.4875,1.1005,107.1800,0.9618
2000-05-30,0.5768,1.1377,1.8325,1.0044,1.6885,0.9218,8.2772,1.0003,0.9314,1.1068,1.4950,1.0950,106.4400,0.9685
2000-05-31,0.5708,1.1496,1.8270,1.0074,1.6883,0.9219,8.2773,1.0003,0.9328,1.1052,1.4968,1.0937,107.7400,0.9568
2000-06-01,0.5721,1.1470,1.8210,1.0107,1.6878,0.9222,8.2771,1.0003,0.9307,1.1077,1.4915,1.0976,108.7400,0.9480
2000-06-02,0.5790,1.1333,1.8070,1.0185,1.6680,0.9332,8.2771,1.0003,0.9432,1.0930,1.5079,1.0856,108.1500,0.9532
2000-06-05,0.5812,1.1290,1.7940,1.0259,1.6630,0.9360,8.2770,1.0004,0.9471,1.0885,1.5135,1.0816,107.4400,0.9595
2000-06-06,0.5887,1.1147,1.7930,1.0265,1.6430,0.9474,8.2773,1.0003,0.9570,1.0772,1.5235,1.0745,105.6400,0.9759
2000-06-07,0.5900,1.1122,1.8040,1.0202,1.6365,0.9511,8.2773,1.0003,0.9600,1.0739,1.5225,1.0752,105.5000,0.9772
2000-06-08,0.5878,1.1164,1.7990,1.0231,1.6410,0.9485,8.2775,1.0003,0.9548,1.0797,1.5060,1.0870,105.8600,0.9738
2000-06-09,0.5864,1.1190,1.8025,1.0211,1.6443,0.9466,8.2772,1.0003,0.9526,1.0822,1.5079,1.0856,106.7800,0.9654
2000-06-12,0.5912,1.1099,1.8050,1.0197,1.6356,0.9516,8.2771,1.0003,0.9544,1.0802,1.5120,1.0827,106.6500,0.9666
2000-06-13,0.5973,1.0986,1.8120,1.0157,1.6255,0.9576,8.2770,1.0004,0.9619,1.0717,1.5130,1.0820,106.7900,0.9654
2000-06-14,0.6007,1.0924,1.8125,1.0154,1.6318,0.9539,8.2768,1.0004,0.9590,1.0750,1.5023,1.0897,106.8900,0.9644
2000-06-15,0.6015,1.0909,1.8120,1.0157,1.6386,0.9499,8.2768,1.0004,0.9530,1.0817,1.5103,1.0839,106.5200,0.9678
2000-06-16,0.6083,1.0787,1.8080,1.0180,1.6178,0.9621,8.2768,1.0004,0.9648,1.0685,1.5165,1.0795,106.2200,0.9705
2000-06-19,0.6024,1.0893,1.8050,1.0197,1.6230,0.9590,8.2768,1.0004,0.9622,1.0714,1.5154,1.0802,105.7400,0.9749
2000-06-20,0.6037,1.0870,1.8000,1.0225,1.6280,0.9561,8.2772,1.0003,0.9557,1.0787,1.5100,1.0841,105.4200,0.9779
2000-06-21,0.6026,1.0889,1.8150,1.0140,1.6390,0.9497,8.2772,1.0003,0.9455,1.0903,1.4970,1.0935,105.5000,0.9772
2000-06-22,0.5993,1.0949,1.8130,1.0152,1.6455,0.9459,8.2771,1.0003,0.9398,1.0969,1.5110,1.0834,104.4000,0.9875
2000-06-23,0.5964,1.1003,1.8220,1.0102,1.6565,0.9396,8.2769,1.0004,0.9358,1.1016,1.5010,1.0906,104.5900,0.9857
2000-06-26,0.5965,1.1001,1.8280,1.0068,1.6510,0.9428,8.2773,1.0003,0.9382,1.0988,1.4990,1.0921,105.6600,0.9757
2000-06-27,0.6012,1.0915,1.8230,1.0096,1.6379,0.9503,8.2774,1.0003,0.9444,1.0916,1.5000,1.0913,105.5300,0.9769
2000-06-28,0.6023,1.0895,1.8200,1.0113,1.6420,0.9479,8.2775,1.0003,0.9444,1.0916,1.5107,1.0836,105.5100,0.9771
2000-06-29,0.6029,1.0884,1.8170,1.0129,1.6375,0.9505,8.2780,1.0002,0.9515,1.0834,1.5194,1.0774,105.0900,0.9810
2000-06-30,0.5971,1.0990,1.8040,1.0202,1.6317,0.9539,8.2782,1.0002,0.9545,1.0800,1.5130,1.0820,106.1400,0.9713
2000-07-03,0.5996,1.0944,1.8090,1.0174,1.6323,0.9536,8.2786,1.0002,0.9526,1.0822,1.5135,1.0816,105.6400,0.9759
2000-07-05,0.5907,1.1109,1.8050,1.0197,1.6220,0.9596,8.2787,1.0001,0.9548,1.0797,1.5120,1.0827,106.9100,0.9643
2000-07-06,0.5909,1.1105,1.7980,1.0236,1.6250,0.9578,8.2791,1.0001,0.9527,1.0821,1.5120,1.0827,107.3700,0.9601
2000-07-07,0.5901,1.1120,1.7990,1.0231,1.6278,0.9562,8.2793,1.0001,0.9484,1.0870,1.5143,1.0810,107.8100,0.9562
2000-07-10,0.5912,1.1099,1.8000,1.0225,1.6275,0.9564,8.2795,1.0000,0.9521,1.0828,1.5137,1.0815,107.1000,0.9626
2000-07-11,0.5891,1.1139,1.7990,1.0231,1.6335,0.9529,8.2794,1.0001,0.9497,1.0855,1.5140,1.0812,106.9300,0.9641
2000-07-12,0.5890,1.1141,1.8050,1.0197,1.6510,0.9428,8.2795,1.0000,0.9401,1.0966,1.5068,1.0864,108.3600,0.9514
2000-07-13,0.5855,1.1208,1.8090,1.0174,1.6608,0.9372,8.2791,1.0001,0.9339,1.1039,1.4990,1.0921,108.2700,0.9522
2000-07-14,0.5847,1.1223,1.8120,1.0157,1.6532,0.9415,8.2796,1.0000,0.9374,1.0997,1.4990,1.0921,107.8800,0.9556
2000-07-17,0.5855,1.1208,1.8000,1.0225,1.6575,0.9391,8.2791,1.0001,0.9351,1.1024,1.4920,1.0972,108.5300,0.9499
2000-07-18,0.5844,1.1229,1.7980,1.0236,1.6608,0.9372,8.2796,1.0000,0.9322,1.1059,1.4945,1.0953,108.3000,0.9519
2000-07-19,0.5750,1.1412,1.8070,1.0185,1.6781,0.9275,8.2796,1.0000,0.9237,1.1161,1.4942,1.0956,108.2000,0.9528
2000-07-20,0.5816,1.1283,1.8015,1.0216,1.6680,0.9332,8.2796,1.0000,0.9292,1.1094,1.5094,1.0845,107.8900,0.9555
2000-07-21,0.5865,1.1188,1.7940,1.0259,1.6638,0.9355,8.2795,1.0000,0.9343,1.1034,1.5167,1.0793,109.0800,0.9451
2000-07-24,0.5860,1.1198,1.7970,1.0242,1.6700,0.9320,8.2798,1.0000,0.9314,1.1068,1.5140,1.0812,108.9200,0.9465
2000-07-25,0.5849,1.1219,1.7900,1.0282,1.6528,0.9417,8.2797,1.0000,0.9391,1.0978,1.5190,1.0777,109.3000,0.9432
2000-07-26,0.5904,1.1114,1.7930,1.0265,1.6493,0.9437,8.2796,1.0000,0.9413,1.0952,1.5154,1.0802,109.2800,0.9434
2000-07-27,0.5891,1.1139,1.7845,1.0314,1.6605,0.9374,8.2793,1.0001,0.9331,1.1048,1.5116,1.0830,109.1500,0.9445
2000-07-28,0.5872,1.1175,1.7860,1.0305,1.6753,0.9291,8.2794,1.0001,0.9246,1.1150,1.5025,1.0895,109.6300,0.9403
2000-07-31,0.5787,1.1339,1.7760,1.0363,1.6689,0.9327,8.2792,1.0001,0.9266,1.1126,1.4983,1.0926,109.6800,0.9399
2000-08-01,0.5805,1.1304,1.7860,1.0305,1.6758,0.9288,8.2788,1.0001,0.9228,1.1171,1.4992,1.0919,109.4700,0.9417
2000-08-02,0.5830,1.1256,1.7920,1.0271,1.6887,0.9217,8.2791,1.0001,0.9137,1.1283,1.4926,1.0967,108.7700,0.9478
2000-08-03,0.5844,1.1229,1.8020,1.0214,1.7087,0.9109,8.2796,1.0000,0.9042,1.1401,1.4947,1.0952,108.3600,0.9514
2000-08-04,0.5832,1.1252,1.7930,1.0265,1.7053,0.9127,8.2798,1.0000,0.9075,1.1360,1.5022,1.0897,108.5400,0.9498
2000-08-07,0.5862,1.1194,1.7960,1.0248,1.7005,0.9153,8.2799,1.0000,0.9105,1.1322,1.5070,1.0863,108.9900,0.9459
2000-08-08,0.5868,1.1183,1.8000,1.0225,1.7147,0.9077,8.2799,1.0000,0.9019,1.1430,1.5022,1.0897,108.6400,0.9489
2000-08-09,0.5786,1.1341,1.7965,1.0245,1.7187,0.9056,8.2798,1.0000,0.8991,1.1466,1.4992,1.0919,107.9900,0.9546
2000-08-10,0.5818,1.1279,1.7980,1.0236,1.7065,0.9121,8.2799,1.0000,0.9077,1.1357,1.4980,1.0928,108.7000,0.9484
2000-08-11,0.5795,1.1324,1.7960,1.0248,1.7181,0.9059,8.2796,1.0000,0.9046,1.1396,1.5040,1.0884,108.6800,0.9486
2000-08-14,0.5810,1.1294,1.8040,1.0202,1.7214,0.9042,8.2795,1.0000,0.9037,1.1408,1.5060,1.0870,109.5200,0.9413
2000-08-15,0.5831,1.1254,1.8050,1.0197,1.7095,0.9105,8.2788,1.0001,0.9135,1.1285,1.5056,1.0873,109.0000,0.9458
2000-08-16,0.5897,1.1128,1.8080,1.0180,1.7093,0.9106,8.2797,1.0000,0.9143,1.1275,1.4988,1.0922,108.5500,0.9497
2000-08-17,0.5935,1.1056,1.8090,1.0174,1.7085,0.9110,8.2799,1.0000,0.9152,1.1264,1.4992,1.0919,108.4800,0.9503
2000-08-18,0.5905,1.1113,1.8170,1.0129,1.7235,0.9031,8.2797,1.0000,0.9068,1.1369,1.4895,1.0990,108.4300,0.9508
2000-08-21,0.5890,1.1141,1.8210,1.0107,1.7275,0.9010,8.2799,1.0000,0.9027,1.1420,1.4900,1.0987,108.5300,0.9499
2000-08-22,0.5802,1.1310,1.8180,1.0124,1.7405,0.8943,8.2799,1.0000,0.8965,1.1499,1.4797,1.1063,108.3400,0.9515
2000-08-23,0.5708,1.1496,1.8180,1.0124,1.7282,0.9006,8.2793,1.0001,0.8967,1.1497,1.4813,1.1051,107.0200,0.9633
2000-08-24,0.5725,1.1462,1.8220,1.0102,1.7117,0.9093,8.2799,1.0000,0.9028,1.1419,1.4806,1.1056,106.8900,0.9644
2000-08-25,0.5737,1.1438,1.8230,1.0096,1.7095,0.9105,8.2799,1.0000,0.9024,1.1424,1.4745,1.1102,107.1700,0.9619
2000-08-28,0.5715,1.1482,1.8290,1.0063,1.7130,0.9086,8.2799,1.0000,0.9002,1.1452,1.4716,1.1124,106.4500,0.9684
2000-08-29,0.5713,1.1486,1.8320,1.0046,1.7238,0.9029,8.2799,1.0000,0.8966,1.1498,1.4616,1.1200,106.2000,0.9707
2000-08-30,0.5720,1.1472,1.8241,1.0090,1.7360,0.8966,8.2788,1.0001,0.8924,1.1552,1.4560,1.1243,106.4700,0.9683
2000-08-31,0.5764,1.1384,1.8200,1.0113,1.7425,0.8933,8.2786,1.0002,0.8878,1.1612,1.4515,1.1278,106.6600,0.9665
2000-09-01,0.5765,1.1382,1.8240,1.0090,1.7230,0.9034,8.2787,1.0001,0.8993,1.1463,1.4605,1.1208,105.7800,0.9746
2000-09-05,0.5699,1.1514,1.8278,1.0069,1.7488,0.8900,8.2790,1.0001,0.8876,1.1614,1.4522,1.1273,105.8800,0.9736
2000-09-06,0.5655,1.1604,1.8210,1.0107,1.7780,0.8754,8.2794,1.0001,0.8702,1.1847,1.4455,1.1325,106.0800,0.9718
2000-09-07,0.5579,1.1762,1.8221,1.0101,1.7720,0.8784,8.2790,1.0001,0.8740,1.1795,1.4380,1.1384,105.1000,0.9809
2000-09-08,0.5557,1.1809,1.8220,1.0102,1.7869,0.8711,8.2794,1.0001,0.8664,1.1899,1.4196,1.1531,106.0300,0.9723
2000-09-11,0.5590,1.1739,1.8187,1.0120,1.7715,0.8786,8.2786,1.0002,0.8624,1.1954,1.4123,1.1591,105.9700,0.9728
2000-09-12,0.5586,1.1747,1.8270,1.0074,1.7710,0.8789,8.2787,1.0001,0.8596,1.1993,1.4020,1.1676,106.9300,0.9641
2000-09-13,0.5550,1.1823,1.8350,1.0030,1.7635,0.8826,8.2770,1.0004,0.8640,1.1932,1.4125,1.1589,107.1100,0.9625
2000-09-14,0.5490,1.1953,1.8330,1.0041,1.7736,0.8776,8.2773,1.0003,0.8617,1.1964,1.4060,1.1643,107.2500,0.9612
2000-09-15,0.5450,1.2040,1.8445,0.9978,1.7805,0.8742,8.2771,1.0003,0.8572,1.2026,1.4005,1.1689,107.3300,0.9605
2000-09-18,0.5417,1.2114,1.8590,0.9900,1.7870,0.8710,8.2772,1.0003,0.8523,1.2096,1.4015,1.1680,106.8700,0.9646
