,AUD,Indexed,BRL,Indexed,CHF,Indexed,CNY,Indexed,EUR,Indexed,GBP,Indexed,JPY,Indexed
2008-06-19,0.9499,0.6908,1.6036,1.1477,1.0457,1.4885,6.8770,1.2040,1.5502,0.6650,1.9729,0.8297,107.9500,0.9550
2008-06-20,0.9540,0.6878,1.6018,1.1490,1.0345,1.5046,6.8796,1.2035,1.5626,0.6597,1.9737,0.8294,107.4200,0.9597
2008-06-23,0.9507,0.6902,1.6137,1.1405,1.0474,1.4861,6.8740,1.2045,1.5492,0.6654,1.9609,0.8348,107.8900,0.9555
2008-06-24,0.9573,0.6855,1.6030,1.1482,1.0384,1.4989,6.8699,1.2052,1.5591,0.6612,1.9707,0.8307,107.7600,0.9567
2008-06-25,0.9540,0.6878,1.5996,1.1506,1.0424,1.4932,6.8653,1.2061,1.5570,0.6621,1.9672,0.8321,108.2900,0.9520
2008-06-26,0.9573,0.6855,1.5925,1.1557,1.0274,1.5150,6.8630,1.2065,1.5738,0.6550,1.9873,0.8237,107.2900,0.9609
2008-06-27,0.9610,0.6828,1.6038,1.1476,1.0205,1.5252,6.8618,1.2067,1.5749,0.6546,1.9938,0.8210,106.2800,0.9700
2008-06-30,0.9562,0.6863,1.5945,1.1543,1.0202,1.5257,6.8591,1.2071,1.5748,0.6546,1.9906,0.8224,106.1700,0.9710
2008-07-01,0.9535,0.6882,1.6090,1.1439,1.0183,1.5285,6.8608,1.2068,1.5778,0.6534,1.9930,0.8214,105.7300,0.9750
2008-07-02,0.9634,0.6811,1.6003,1.1501,1.0151,1.5333,6.8542,1.2080,1.5869,0.6496,1.9925,0.8216,105.8700,0.9737
2008-07-03,0.9604,0.6833,1.6061,1.1459,1.0273,1.5151,6.8529,1.2082,1.5708,0.6563,1.9825,0.8257,106.7900,0.9654
2008-07-07,0.9531,0.6885,1.5999,1.1504,1.0328,1.5071,6.8567,1.2076,1.5646,0.6589,1.9697,0.8311,107.5500,0.9585
2008-07-08,0.9533,0.6883,1.6110,1.1425,1.0324,1.5077,6.8510,1.2086,1.5653,0.6586,1.9685,0.8316,107.3500,0.9603
2008-07-09,0.9585,0.6846,1.6067,1.1455,1.0301,1.5110,6.8632,1.2064,1.5744,0.6548,1.9812,0.8263,107.1200,0.9624
2008-07-10,0.9621,0.6820,1.6082,1.1444,1.0282,1.5138,6.8430,1.2100,1.5771,0.6537,1.9777,0.8277,107.0300,0.9632
2008-07-11,0.9674,0.6783,1.6030,1.1482,1.0179,1.5291,6.8338,1.2116,1.5898,0.6484,1.9895,0.8228,106.1400,0.9713
2008-07-14,0.9721,0.6750,1.5928,1.1555,1.0162,1.5317,6.8450,1.2096,1.5914,0.6478,1.9925,0.8216,106.1800,0.9709
2008-07-15,0.9797,0.6698,1.5935,1.1550,1.0089,1.5428,6.8211,1.2139,1.5923,0.6474,2.0036,0.8170,104.7800,0.9839
2008-07-16,0.9761,0.6723,1.5954,1.1536,1.0148,1.5338,6.8104,1.2158,1.5847,0.6505,1.9995,0.8187,104.6400,0.9852
2008-07-17,0.9750,0.6730,1.5877,1.1592,1.0197,1.5264,6.8189,1.2143,1.5861,0.6500,2.0038,0.8169,105.8200,0.9742
2008-07-18,0.9728,0.6745,1.5898,1.1577,1.0207,1.5249,6.8168,1.2146,1.5855,0.6502,1.9985,0.8191,106.7500,0.9657
2008-07-21,0.9749,0.6731,1.5842,1.1618,1.0207,1.5249,6.8271,1.2128,1.5877,0.6493,1.9979,0.8194,106.7400,0.9658
2008-07-22,0.9715,0.6755,1.5841,1.1619,1.0283,1.5137,6.8248,1.2132,1.5811,0.6520,1.9941,0.8209,107.1100,0.9625
2008-07-23,0.9636,0.6810,1.5838,1.1621,1.0372,1.5007,6.8279,1.2127,1.5708,0.6563,2.0021,0.8176,107.6800,0.9574
2008-07-24,0.9570,0.6857,1.5775,1.1667,1.0390,1.4981,6.8292,1.2124,1.5657,0.6584,1.9832,0.8254,107.6200,0.9579
2008-07-25,0.9562,0.6863,1.5728,1.1702,1.0386,1.4987,6.8189,1.2143,1.5687,0.6572,1.9880,0.8234,107.8900,0.9555
2008-07-28,0.9571,0.6856,1.5752,1.1684,1.0332,1.5065,6.8332,1.2117,1.5747,0.6547,1.9943,0.8208,107.4900,0.9591
2008-07-29,0.9508,0.6902,1.5715,1.1712,1.0454,1.4889,6.8264,1.2129,1.5588,0.6613,1.9805,0.8266,108.1900,0.9529
2008-07-30,0.9434,0.6956,1.5605,1.1794,1.0484,1.4846,6.8272,1.2128,1.5559,0.6626,1.9810,0.8264,108.1700,0.9530
2008-07-31,0.9415,0.6970,1.5660,1.1753,1.0489,1.4839,6.8388,1.2107,1.5589,0.6613,1.9806,0.8265,108.1000,0.9537
2008-08-01,0.9317,0.7043,1.5580,1.1813,1.0480,1.4852,6.8423,1.2101,1.5567,0.6622,1.9743,0.8292,107.5900,0.9582
2008-08-04,0.9299,0.7057,1.5683,1.1736,1.0492,1.4835,6.8471,1.2093,1.5569,0.6621,1.9606,0.8349,108.2300,0.9525
2008-08-05,0.9157,0.7166,1.5734,1.1698,1.0548,1.4756,6.8501,1.2087,1.5468,0.6665,1.9532,0.8381,108.2000,0.9528
2008-08-06,0.9078,0.7228,1.5801,1.1648,1.0602,1.4681,6.8482,1.2091,1.5409,0.6690,1.9479,0.8404,109.3900,0.9424
2008-08-07,0.9079,0.7228,1.5897,1.1578,1.0617,1.4660,6.8555,1.2078,1.5341,0.6720,1.9439,0.8421,109.4400,0.9420
2008-08-08,0.8915,0.7361,1.6107,1.1427,1.0801,1.4411,6.8604,1.2069,1.5047,0.6851,1.9193,0.8529,110.0900,0.9364
2008-08-11,0.8869,0.7399,1.6089,1.1439,1.0828,1.4375,6.8577,1.2074,1.4958,0.6892,1.9144,0.8551,110.0800,0.9365
2008-08-12,0.8757,0.7493,1.6223,1.1345,1.0880,1.4306,6.8659,1.2059,1.4905,0.6916,1.9005,0.8614,109.7800,0.9391
2008-08-13,0.8675,0.7564,1.6240,1.1333,1.0855,1.4339,6.8601,1.2070,1.4895,0.6921,1.8682,0.8762,108.7100,0.9483
2008-08-14,0.8709,0.7535,1.6225,1.1344,1.0911,1.4265,6.8600,1.2070,1.4856,0.6939,1.8715,0.8747,109.7500,0.9393
2008-08-15,0.8676,0.7563,1.6361,1.1249,1.0960,1.4202,6.8649,1.2061,1.4695,0.7015,1.8651,0.8777,110.4800,0.9331
2008-08-18,0.8712,0.7532,1.6303,1.1289,1.0959,1.4203,6.8705,1.2051,1.4730,0.6999,1.8673,0.8767,110.0700,0.9366
2008-08-19,0.8710,0.7534,1.6380,1.1236,1.0927,1.4245,6.8599,1.2070,1.4746,0.6991,1.8655,0.8775,109.6800,0.9399
2008-08-20,0.8712,0.7532,1.6240,1.1333,1.1008,1.4140,6.8529,1.2082,1.4701,0.7012,1.8603,0.8800,109.9800,0.9374
2008-08-21,0.8785,0.7470,1.6135,1.1407,1.0862,1.4330,6.8405,1.2104,1.4875,0.6930,1.8758,0.8727,108.3500,0.9515
2008-08-22,0.8689,0.7552,1.6184,1.1372,1.0970,1.4189,6.8333,1.2117,1.4800,0.6966,1.8544,0.8828,109.8800,0.9382
2008-08-25,0.8676,0.7563,1.6269,1.1313,1.0926,1.4246,6.8480,1.2091,1.4803,0.6964,1.8587,0.8807,109.1100,0.9448
2008-08-26,0.8561,0.7665,1.6390,1.1229,1.1004,1.4145,6.7800,1.2212,1.4660,0.7032,1.8387,0.8903,109.8300,0.9386
2008-08-27,0.8553,0.7672,1.6220,1.1347,1.1009,1.4138,6.8070,1.2164,1.4684,0.7021,1.8318,0.8937,109.7200,0.9396
2008-08-28,0.8618,0.7614,1.6265,1.1316,1.0994,1.4158,6.8405,1.2104,1.4685,0.7020,1.8264,0.8963,109.5600,0.9409
2008-08-29,0.8563,0.7663,1.6349,1.1258,1.1019,1.4126,6.8252,1.2131,1.4669,0.7028,1.8190,0.8999,108.6900,0.9485
2008-09-02,0.8360,0.7849,1.6573,1.1105,1.1070,1.4061,6.8215,1.2138,1.4522,0.7099,1.7853,0.9169,108.8500,0.9471
2008-09-03,0.8352,0.7857,1.6741,1.0994,1.1055,1.4080,6.8429,1.2100,1.4489,0.7115,1.7795,0.9199,108.1800,0.9529
2008-09-04,0.8298,0.7908,1.6968,1.0847,1.1094,1.4030,6.8510,1.2086,1.4360,0.7179,1.7689,0.9254,107.7600,0.9567
2008-09-05,0.8107,0.8094,1.7339,1.0615,1.1110,1.4010,6.8400,1.2105,1.4273,0.7223,1.7687,0.9255,106.9600,0.9638
2008-09-08,0.8151,0.8051,1.7429,1.0560,1.1306,1.3767,6.8438,1.2098,1.4126,0.7298,1.7543,0.9331,107.9100,0.9553
2008-09-09,0.8081,0.8120,1.7569,1.0476,1.1250,1.3836,6.8381,1.2108,1.4173,0.7274,1.7672,0.9263,107.1000,0.9626
2008-09-10,0.8036,0.8166,1.7823,1.0327,1.1360,1.3702,6.8350,1.2114,1.4020,0.7353,1.7547,0.9329,107.8600,0.9558
2008-09-11,0.7978,0.8225,1.8163,1.0133,1.1395,1.3659,6.8465,1.2094,1.3939,0.7396,1.7497,0.9356,106.6600,0.9665
2008-09-12,0.8170,0.8032,1.7810,1.0334,1.1335,1.3732,6.7810,1.2210,1.4172,0.7274,1.7896,0.9147,107.5100,0.9589
2008-09-15,0.8080,0.8121,1.8050,1.0197,1.1194,1.3905,6.8482,1.2091,1.4175,0.7273,1.7877,0.9157,105.6700,0.9756
2008-09-16,0.7939,0.8266,1.8281,1.0068,1.1199,1.3899,6.8391,1.2107,1.4155,0.7283,1.7802,0.9196,105.1100,0.9808
2008-09-17,0.7831,0.8380,1.8785,0.9798,1.1208,1.3887,6.8290,1.2125,1.4215,0.7252,1.7895,0.9148,104.7100,0.9845
2008-09-18,0.7989,0.8214,1.9095,0.9639,1.0988,1.4165,6.8375,1.2110,1.4382,0.7168,1.8186,0.9001,104.8500,0.9832
2008-09-19,0.8288,0.7917,1.8230,1.0096,1.1107,1.4014,6.8355,1.2113,1.4384,0.7167,1.8297,0.8947,107.1800,0.9618
2008-09-22,0.8441,0.7774,1.7985,1.0234,1.0834,1.4367,6.8306,1.2122,1.4697,0.7014,1.8484,0.8856,106.3500,0.9693
2008-09-23,0.8385,0.7826,1.8167,1.0131,1.0813,1.4395,6.8114,1.2156,1.4737,0.6995,1.8558,0.8821,105.8000,0.9744
2008-09-24,0.8366,0.7844,1.8432,0.9985,1.0889,1.4294,6.8233,1.2135,1.4655,0.7034,1.8502,0.8848,106.0300,0.9723
2008-09-25,0.8360,0.7849,1.8327,1.0043,1.0883,1.4302,6.8150,1.2150,1.4643,0.7040,1.8406,0.8894,106.4800,0.9682
2008-09-26,0.8292,0.7914,1.8540,0.9927,1.0890,1.4293,6.8431,1.2100,1.4596,0.7063,1.8400,0.8897,106.0600,0.9720
2008-09-29,0.8125,0.8076,1.9115,0.9629,1.0964,1.4196,6.8431,1.2100,1.4381,0.7168,1.8044,0.9072,105.1000,0.9809
2008-09-30,0.7904,0.8302,1.9225,0.9573,1.1189,1.3911,6.7899,1.2194,1.4081,0.7321,1.7804,0.9195,105.9400,0.9731
2008-10-01,0.7937,0.8268,1.9350,0.9512,1.1209,1.3886,6.8485,1.2090,1.4058,0.7333,1.7804,0.9195,106.0600,0.9720
2008-10-02,0.7770,0.8445,1.9958,0.9222,1.1339,1.3727,6.8420,1.2102,1.3854,0.7441,1.7655,0.9272,105.3000,0.9790
2008-10-03,0.7750,0.8467,2.0080,0.9166,1.1295,1.3780,6.8431,1.2100,1.3816,0.7462,1.7740,0.9228,105.7600,0.9748
2008-10-06,0.7139,0.9192,2.1646,0.8503,1.1456,1.3587,6.8420,1.2102,1.3508,0.7632,1.7380,0.9419,101.2600,1.0181
2008-10-07,0.7216,0.9094,2.2310,0.8250,1.1399,1.3655,6.8171,1.2146,1.3649,0.7553,1.7592,0.9305,102.3000,1.0077
2008-10-08,0.6690,0.9809,2.4060,0.7650,1.1272,1.3809,6.8171,1.2146,1.3680,0.7536,1.7310,0.9457,99.7300,1.0337
2008-10-09,0.7015,0.9354,2.2000,0.8366,1.1311,1.3761,6.8202,1.2140,1.3646,0.7555,1.7225,0.9504,100.6700,1.0240
2008-10-10,0.6531,1.0047,2.2972,0.8012,1.1221,1.3871,6.8357,1.2113,1.3471,0.7653,1.7037,0.9608,99.4400,1.0367
2008-10-14,0.7054,0.9303,2.0855,0.8825,1.1347,1.3717,6.8339,1.2116,1.3658,0.7548,1.7482,0.9364,102.1700,1.0090
2008-10-15,0.6833,0.9603,2.1650,0.8501,1.1346,1.3718,6.8350,1.2114,1.3567,0.7599,1.7432,0.9391,101.4700,1.0160
2008-10-16,0.6708,0.9782,2.1925,0.8395,1.1332,1.3735,6.8332,1.2117,1.3416,0.7684,1.7243,0.9494,100.4600,1.0262
2008-10-17,0.6907,0.9501,2.1200,0.8682,1.1339,1.3727,6.8332,1.2117,1.3462,0.7658,1.7307,0.9459,101.4000,1.0167
2008-10-20,0.6969,0.9416,2.1060,0.8739,1.1511,1.3522,6.8299,1.2123,1.3314,0.7743,1.7134,0.9554,101.7400,1.0133
2008-10-21,0.6813,0.9632,2.2130,0.8317,1.1581,1.3440,6.8337,1.2116,1.3102,0.7868,1.6837,0.9723,100.4300,1.0265
2008-10-22,0.6698,0.9797,2.3760,0.7746,1.1656,1.3354,6.8341,1.2116,1.2835,0.8032,1.6174,1.0121,98.6300,1.0452
2008-10-23,0.6657,0.9857,2.2770,0.8083,1.1625,1.3389,6.8354,1.2113,1.2878,0.8005,1.6181,1.0117,97.6000,1.0563
2008-10-24,0.6165,1.0644,2.3881,0.7707,1.1526,1.3504,6.8432,1.2099,1.2639,0.8156,1.5631,1.0473,92.6400,1.1128
2008-10-27,0.6073,1.0805,2.2550,0.8162,1.1581,1.3440,6.8521,1.2084,1.2446,0.8283,1.5472,1.0580,93.2800,1.1052
2008-10-28,0.6252,1.0496,2.1862,0.8419,1.1612,1.3404,6.8385,1.2108,1.2476,0.8263,1.5591,1.0500,95.6800,1.0774
2008-10-29,0.6683,0.9819,2.1260,0.8657,1.1371,1.3688,6.8390,1.2107,1.2851,0.8022,1.6298,1.0044,97.4800,1.0576
2008-10-30,0.6695,0.9801,2.1310,0.8637,1.1450,1.3594,6.8408,1.2104,1.2850,0.8023,1.6270,1.0061,97.4700,1.0577
2008-10-31,0.6574,0.9982,2.1230,0.8669,1.1669,1.3339,6.8388,1.2107,1.2682,0.8129,1.6165,1.0127,98.2800,1.0489
2008-11-03,0.6823,0.9617,2.1736,0.8468,1.1681,1.3325,6.8373,1.2110,1.2719,0.8105,1.5855,1.0325,98.9500,1.0418
2008-11-04,0.7005,0.9368,2.0995,0.8766,1.1627,1.3387,6.8360,1.2112,1.3021,0.7917,1.6095,1.0171,100.4800,1.0260
2008-11-05,0.6972,0.9412,2.1210,0.8678,1.1606,1.3411,6.8285,1.2126,1.3039,0.7906,1.6156,1.0132,98.9500,1.0418
2008-11-06,0.6790,0.9664,2.1865,0.8418,1.1745,1.3252,6.8245,1.2133,1.2756,0.8082,1.5814,1.0352,98.0400,1.0515
2008-11-07,0.6726,0.9756,2.1523,0.8551,1.1761,1.3234,6.8255,1.2131,1.2777,0.8068,1.5788,1.0369,98.1500,1.0503
2008-11-10,0.6755,0.9714,2.1700,0.8482,1.1784,1.3209,6.8267,1.2129,1.2760,0.8079,1.5639,1.0467,97.9600,1.0524
2008-11-12,0.6449,1.0175,2.2785,0.8078,1.1790,1.3202,6.8293,1.2124,1.2558,0.8209,1.5012,1.0905,95.5400,1.0790
2008-11-13,0.6402,1.0250,2.3325,0.7891,1.1995,1.2976,6.8291,1.2124,1.2526,0.8230,1.4799,1.1062,95.9500,1.0744
2008-11-14,0.6627,0.9902,2.2756,0.8088,1.1870,1.3113,6.8236,1.2134,1.2731,0.8098,1.4860,1.1016,96.6600,1.0665
2008-11-17,0.6562,1.0000,2.3035,0.7990,1.1954,1.3021,6.8264,1.2129,1.2726,0.8101,1.5030,1.0892,97.0300,1.0625
2008-11-18,0.6575,0.9980,2.2985,0.8007,1.1976,1.2997,6.8239,1.2134,1.2690,0.8124,1.5042,1.0883,97.3800,1.0586
2008-11-19,0.6501,1.0094,2.3894,0.7703,1.2103,1.2860,6.8295,1.2124,1.2595,0.8185,1.5095,1.0845,96.7500,1.0655
2008-11-20,0.6191,1.0599,2.3950,0.7685,1.2197,1.2761,6.8340,1.2116,1.2525,0.8231,1.4789,1.1069,94.9800,1.0854
2008-11-21,0.6254,1.0492,2.4560,0.7494,1.2237,1.2720,6.8302,1.2122,1.2531,0.8227,1.4816,1.1049,95.4200,1.0804
2008-11-24,0.6501,1.0094,2.3213,0.7929,1.1968,1.3006,6.8249,1.2132,1.2890,0.7998,1.5177,1.0786,96.6900,1.0662
2008-11-25,0.6488,1.0114,2.3012,0.7998,1.1863,1.3121,6.8220,1.2137,1.3030,0.7912,1.5349,1.0665,95.5300,1.0791
2008-11-26,0.6470,1.0142,2.3060,0.7981,1.2064,1.2902,6.8282,1.2126,1.2828,0.8036,1.5218,1.0757,95.4600,1.0799
2008-11-28,0.6546,1.0024,2.3074,0.7977,1.2165,1.2795,6.8254,1.2131,1.2694,0.8121,1.5348,1.0666,95.4600,1.0799
2008-12-01,0.6447,1.0178,2.3625,0.7790,1.2076,1.2889,6.8842,1.2027,1.2634,0.8160,1.4840,1.1031,93.7100,1.1001
2008-12-02,0.6443,1.0185,2.3780,0.7740,1.2062,1.2904,6.8786,1.2037,1.2724,0.8102,1.4949,1.0951,93.6400,1.1009
2008-12-03,0.6482,1.0123,2.3955,0.7683,1.2142,1.2819,6.8746,1.2044,1.2669,0.8137,1.4783,1.1074,93.2500,1.1055
2008-12-04,0.6527,1.0054,2.4790,0.7424,1.1971,1.3002,6.8817,1.2032,1.2840,0.8029,1.4791,1.1068,92.7800,1.1111
2008-12-05,0.6343,1.0345,2.6187,0.7028,1.2238,1.2719,6.8812,1.2033,1.2654,0.8147,1.4606,1.1208,92.1800,1.1184
2008-12-08,0.6644,0.9877,2.4625,0.7474,1.2036,1.2932,6.8770,1.2040,1.2942,0.7966,1.4831,1.1038,92.7700,1.1112
2008-12-09,0.6600,0.9942,2.4835,0.7411,1.2062,1.2904,6.8730,1.2047,1.2937,0.7969,1.4776,1.1079,92.4400,1.1152
2008-12-10,0.6615,0.9920,2.4330,0.7565,1.1949,1.3026,6.8640,1.2063,1.3024,0.7915,1.4830,1.1038,92.9400,1.1092
2008-12-11,0.6779,0.9680,2.2905,0.8035,1.1872,1.3111,6.8513,1.2085,1.3294,0.7755,1.4953,1.0948,91.9600,1.1210
2008-12-12,0.6580,0.9973,2.3990,0.7672,1.1796,1.3195,6.8420,1.2102,1.3349,0.7723,1.4874,1.1006,91.2600,1.1296
2008-12-15,0.6713,0.9775,2.3585,0.7804,1.1590,1.3430,6.8480,1.2091,1.3664,0.7545,1.5278,1.0715,90.6800,1.1369
2008-12-16,0.6775,0.9686,2.3670,0.7776,1.1406,1.3646,6.8448,1.2097,1.3810,0.7465,1.5320,1.0685,89.9800,1.1457
2008-12-17,0.6967,0.9419,2.3690,0.7769,1.0852,1.4343,6.8350,1.2114,1.4358,0.7180,1.5457,1.0591,87.8400,1.1736
2008-12-18,0.6985,0.9394,2.3560,0.7812,1.0775,1.4445,6.8341,1.2116,1.4298,0.7210,1.5103,1.0839,89.8100,1.1479
2008-12-19,0.6806,0.9641,2.3785,0.7738,1.1105,1.4016,6.8440,1.2098,1.3875,0.7430,1.4854,1.1021,89.4800,1.1521
2008-12-22,0.6832,0.9605,2.4050,0.7653,1.0949,1.4216,6.8510,1.2086,1.3952,0.7389,1.4805,1.1057,90.0700,1.1446
2008-12-23,0.6804,0.9644,2.3752,0.7749,1.0856,1.4338,6.8480,1.2091,1.3966,0.7381,1.4761,1.1090,90.5700,1.1382
2008-12-24,0.6826,0.9613,2.3750,0.7749,1.0788,1.4428,6.8355,1.2113,1.3964,0.7383,1.4673,1.1157,90.6800,1.1369
2008-12-26,0.6814,0.9630,2.3727,0.7757,1.0700,1.4547,6.8409,1.2104,1.4062,0.7331,1.4700,1.1136,90.6500,1.1372
2008-12-29,0.6950,0.9442,2.3975,0.7677,1.0414,1.4946,6.8447,1.2097,1.4232,0.7244,1.4591,1.1219,90.2000,1.1429
2008-12-30,0.6906,0.9502,2.3291,0.7902,1.0567,1.4730,6.8295,1.2124,1.4085,0.7319,1.4395,1.1372,90.3700,1.1408
2008-12-31,0.6983,0.9397,2.3130,0.7957,1.0673,1.4584,6.8225,1.2136,1.3919,0.7406,1.4619,1.1198,90.7900,1.1355
2009-01-02,0.7083,0.9264,2.3230,0.7923,1.0685,1.4567,6.8225,1.2136,1.3946,0.7392,1.4520,1.1274,91.1200,1.1314
2009-01-05,0.7146,0.9183,2.2640,0.8129,1.1077,1.4052,6.8300,1.2123,1.3576,0.7594,1.4602,1.1211,93.2000,1.1061
2009-01-06,0.7187,0.9130,2.1895,0.8406,1.1212,1.3882,6.8360,1.2112,1.3445,0.7668,1.4777,1.1078,94.2000,1.0944
2009-01-07,0.7212,0.9099,2.2209,0.8287,1.0941,1.4226,6.8330,1.2118,1.3718,0.7515,1.5254,1.0732,92.7000,1.1121
2009-01-08,0.7071,0.9280,2.2650,0.8126,1.0925,1.4247,6.8342,1.2115,1.3714,0.7517,1.5190,1.0777,91.1500,1.1310
2009-01-09,0.7063,0.9291,2.2888,0.8041,1.1096,1.4028,6.8350,1.2114,1.3495,0.7639,1.5239,1.0742,90.2500,1.1423
2009-01-12,0.6814,0.9630,2.3194,0.7935,1.1139,1.3973,6.8362,1.2112,1.3347,0.7724,1.4827,1.1041,88.9200,1.1594
2009-01-13,0.6675,0.9831,2.2945,0.8021,1.1212,1.3882,6.8341,1.2116,1.3198,0.7811,1.4528,1.1268,89.6500,1.1499
2009-01-14,0.6640,0.9883,2.3537,0.7820,1.1179,1.3923,6.8347,1.2115,1.3174,0.7825,1.4617,1.1199,89.2800,1.1547
2009-01-15,0.6558,1.0006,2.3698,0.7766,1.1232,1.3858,6.8363,1.2112,1.3094,0.7873,1.4602,1.1211,89.5900,1.1507
2009-01-16,0.6660,0.9853,2.3380,0.7872,1.1177,1.3926,6.8369,1.2111,1.3244,0.7784,1.4737,1.1108,90.2900,1.1418
2009-01-20,0.6574,0.9982,2.3617,0.7793,1.1432,1.3615,6.8403,1.2105,1.2946,0.7963,1.4023,1.1674,90.1900,1.1430
2009-01-21,0.6495,1.0103,2.3525,0.7824,1.1473,1.3567,6.8392,1.2107,1.2870,0.8010,1.3728,1.1925,87.8000,1.1741
2009-01-22,0.6544,1.0028,2.3515,0.7827,1.1538,1.3490,6.8370,1.2110,1.2955,0.7958,1.3840,1.1828,88.6400,1.1630
2009-01-23,0.6522,1.0061,2.3467,0.7843,1.1629,1.3385,6.8392,1.2107,1.2849,0.8023,1.3658,1.1986,88.7200,1.1620
2009-01-26,0.6610,0.9927,2.3123,0.7960,1.1437,1.3609,6.8392,1.2107,1.3123,0.7856,1.3960,1.1726,89.2500,1.1551
2009-01-27,0.6602,0.9939,2.3183,0.7939,1.1388,1.3668,6.8392,1.2107,1.3159,0.7834,1.4148,1.1571,88.9900,1.1584
2009-01-28,0.6699,0.9795,2.2890,0.8041,1.1442,1.3603,6.8392,1.2107,1.3244,0.7784,1.4317,1.1434,88.8700,1.1600
2009-01-29,0.6550,1.0018,2.2871,0.8047,1.1507,1.3527,6.8392,1.2107,1.2988,0.7937,1.4262,1.1478,89.7700,1.1484
2009-01-30,0.6380,1.0285,2.3130,0.7957,1.1612,1.3404,6.8392,1.2107,1.2804,0.8051,1.4413,1.1358,89.8300,1.1476
2009-02-02,0.6320,1.0383,2.3262,0.7912,1.1640,1.3372,6.8470,1.2093,1.2808,0.8049,1.4228,1.1505,89.8600,1.1472
2009-02-03,0.6476,1.0133,2.3151,0.7950,1.1419,1.3631,6.8399,1.2105,1.3010,0.7924,1.4394,1.1373,89.0900,1.1571
2009-02-04,0.6499,1.0097,2.2910,0.8034,1.1579,1.3442,6.8335,1.2117,1.2857,0.8018,1.4472,1.1311,89.5300,1.1515
2009-02-05,0.6539,1.0035,2.2966,0.8014,1.1654,1.3356,6.8355,1.2113,1.2838,0.8030,1.4633,1.1187,91.0100,1.1327
2009-02-06,0.6715,0.9772,2.2620,0.8137,1.1694,1.3310,6.8338,1.2116,1.2874,0.8008,1.4775,1.1080,91.9500,1.1212
2009-02-09,0.6834,0.9602,2.2375,0.8226,1.1566,1.3458,6.8392,1.2107,1.3064,0.7891,1.4936,1.0960,91.4700,1.1270
2009-02-10,0.6589,0.9959,2.2663,0.8121,1.1535,1.3494,6.8241,1.2133,1.2966,0.7951,1.4604,1.1209,90.6500,1.1372
2009-02-11,0.6549,1.0020,2.2649,0.8126,1.1599,1.3419,6.8332,1.2117,1.2893,0.7996,1.4367,1.1394,90.6600,1.1371
2009-02-12,0.6507,1.0085,2.2940,0.8023,1.1634,1.3379,6.8345,1.2115,1.2822,0.8040,1.4248,1.1489,90.5500,1.1385
2009-02-13,0.6595,0.9950,2.2765,0.8085,1.1581,1.3440,6.8392,1.2107,1.2879,0.8005,1.4422,1.1351,91.8400,1.1225
2009-02-17,0.6386,1.0276,2.3192,0.7936,1.1744,1.3254,6.8355,1.2113,1.2571,0.8201,1.4224,1.1509,92.1700,1.1185
2009-02-18,0.6385,1.0277,2.3572,0.7808,1.1813,1.3176,6.8378,1.2109,1.2547,0.8216,1.4235,1.1500,93.8100,1.0989
2009-02-19,0.6450,1.0174,2.3554,0.7814,1.1742,1.3256,6.8348,1.2114,1.2675,0.8133,1.4307,1.1442,94.0900,1.0957
2009-02-20,0.6419,1.0223,2.3898,0.7701,1.1681,1.3325,6.8367,1.2111,1.2690,0.8124,1.4333,1.1421,93.8700,1.0982
2009-02-23,0.6456,1.0164,2.3880,0.7707,1.1633,1.3380,6.8355,1.2113,1.2747,0.8087,1.4553,1.1249,94.6300,1.0894
2009-02-24,0.6429,1.0207,2.3830,0.7723,1.1670,1.3338,6.8368,1.2111,1.2742,0.8091,1.4408,1.1362,96.6000,1.0672
2009-02-25,0.6476,1.0133,2.3880,0.7707,1.1646,1.3365,6.8369,1.2111,1.2731,0.8098,1.4265,1.1476,97.3300,1.0592
2009-02-26,0.6536,1.0040,2.3508,0.7829,1.1647,1.3364,6.8361,1.2112,1.2764,0.8077,1.4342,1.1414,98.5500,1.0461
2009-02-27,0.6419,1.0223,2.3750,0.7749,1.1672,1.3335,6.8395,1.2106,1.2662,0.8142,1.4276,1.1467,97.7400,1.0547
2009-03-02,0.6301,1.0414,2.4365,0.7554,1.1723,1.3277,6.8438,1.2098,1.2580,0.8195,1.3989,1.1702,97.1700,1.0609
2009-03-03,0.6388,1.0272,2.4420,0.7537,1.1755,1.3241,6.8413,1.2103,1.2549,0.8215,1.4034,1.1665,98.1600,1.0502
2009-03-04,0.6499,1.0097,2.3738,0.7753,1.1762,1.3233,6.8432,1.2099,1.2607,0.8177,1.4142,1.1575,99.3400,1.0377
2009-03-05,0.6408,1.0240,2.3860,0.7714,1.1727,1.3273,6.8406,1.2104,1.2565,0.8205,1.4124,1.1590,98.3200,1.0485
2009-03-06,0.6408,1.0240,2.3735,0.7754,1.1525,1.3505,6.8395,1.2106,1.2674,0.8134,1.4110,1.1602,97.8800,1.0532
2009-03-09,0.6311,1.0398,2.3698,0.7766,1.1634,1.3379,6.8398,1.2105,1.2636,0.8158,1.3757,1.1899,98.8700,1.0427
2009-03-10,0.6473,1.0137,2.3472,0.7841,1.1540,1.3488,6.8410,1.2103,1.2752,0.8084,1.3840,1.1828,98.3900,1.0478
